compas_screening_date,S1,age,S2,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,decile_score_1,score_text,screening_date,v_decile_score,v_score_text,v_screening_date,in_custody,out_custody,priors_count_2,start,end,event,Class
20140221,1,58,2,0,5,0,0,2,-1,2.01402E+11,2.01402E+11,20140220,1,0,0,2,0,5,2,20140221,2,1,20140221,20140220,20140225,2,4,770,0,inlier
20131011,1,31,0,0,8,0,0,6,0,2.0131E+11,2.0131E+11,20131011,0,0,0,2,0,8,0,20131011,6,2,20131011,20131125,20131213,6,0,45,0,inlier
20131113,1,23,0,0,7,0,2,1,-1,2.01311E+11,2.01311E+11,20131112,1,1,0,2,0,7,2,20131113,5,2,20131113,20131112,20131113,1,0,870,0,inlier
20130925,1,57,2,0,2,0,0,6,-23,2.01309E+11,2.01309E+11,20130901,24,0,0,2,0,2,1,20130925,2,1,20130925,20130902,20130903,6,0,919,0,inlier
20131216,0,31,2,0,2,0,0,0,-3,2.01312E+11,2.01312E+11,20131213,3,1,0,2,0,2,1,20131216,2,1,20131216,20131213,20131214,0,0,837,0,inlier
20130519,1,57,0,0,6,0,0,19,-1,2.01305E+11,2.01305E+11,20130518,1,0,0,2,0,6,2,20130519,1,1,20130519,20140410,20140410,19,2,326,0,inlier
20131111,1,57,2,0,5,0,0,12,0,2.01311E+11,2.01311E+11,20131110,1,1,0,2,0,5,2,20131111,1,1,20131111,20140609,20140609,12,3,210,0,inlier
20131215,1,45,0,0,3,0,0,11,-1,2.01312E+11,2.01312E+11,20131214,1,0,0,5,0,3,1,20131215,3,1,20131215,20131214,20131215,11,0,838,0,inlier
20131215,1,42,2,0,5,0,0,0,0,2.01312E+11,2.01312E+11,20131215,0,0,0,5,0,5,2,20131215,2,1,20131215,20131215,20131215,0,0,838,0,inlier
20130515,1,48,5,0,2,0,0,7,-1,2.01305E+11,2.01305E+11,20130514,1,0,0,5,0,2,1,20130515,2,1,20130515,20130514,20130515,7,0,1052,0,inlier
20130525,1,23,2,0,4,0,0,0,521,2.0141E+11,2.01411E+11,20130524,1,0,0,1,0,4,1,20130525,5,2,20130525,20141028,20141104,0,0,521,0,inlier
20131202,0,28,2,0,2,0,0,0,-1,2.01312E+11,2.01312E+11,20131201,1,0,0,1,0,2,1,20131202,2,1,20131202,20131201,20131202,0,0,851,0,inlier
20130401,1,41,0,0,7,0,0,3,-1,2.01312E+11,2.01312E+11,20090409,1453,0,0,1,0,7,2,20130401,3,1,20130401,20131201,20131202,3,0,1096,0,inlier
20130805,0,34,2,0,5,0,0,3,-1,2.01308E+11,2.01308E+11,20130804,1,1,0,5,0,5,2,20130805,2,1,20130805,20130804,20130814,3,9,970,0,inlier
20131213,1,27,0,0,2,0,0,0,-1,2.01312E+11,2.01312E+11,20131212,1,0,0,4,0,2,1,20131213,4,1,20131213,20131212,20131213,0,0,840,0,inlier
20131007,1,39,0,0,4,0,0,4,0,2.0131E+11,2.01311E+11,20131007,0,0,0,4,0,4,1,20131007,2,1,20131007,20131007,20131116,4,40,907,0,inlier
20130109,0,55,2,0,4,0,0,6,1001,2.0151E+11,2.01511E+11,20120701,192,0,0,4,0,4,1,20130109,1,1,20130109,20151007,20151113,6,0,1001,0,inlier
20130821,1,27,2,0,2,0,0,0,-1,2.01308E+11,2.01308E+11,20130820,1,1,0,5,0,2,1,20130821,2,1,20130821,20130820,20130821,0,0,954,0,inlier
20131010,1,29,0,0,2,0,0,4,-1,2.0131E+11,2.0131E+11,20131009,1,0,1,2,0,2,1,20131010,2,1,20131010,20140321,20140322,4,0,162,0,inlier
20130824,1,27,0,0,6,0,0,7,-1,2.01308E+11,2.01308E+11,20130823,1,0,0,5,0,6,2,20130824,4,1,20130824,20130823,20130828,7,4,951,0,inlier
20140101,0,24,2,0,8,0,0,0,-1,2.01312E+11,2.01401E+11,20131231,1,0,0,5,0,8,0,20140101,5,2,20140101,20150317,20150324,0,1,440,0,inlier
20130911,1,20,2,0,3,0,0,0,-1,2.01309E+11,2.01309E+11,20130910,1,0,0,5,0,3,1,20130911,6,2,20130911,20130910,20130911,0,0,933,0,inlier
20131122,0,23,2,0,3,0,0,0,-1,2.01311E+11,2.01311E+11,20131121,1,0,0,5,0,3,1,20131122,3,1,20131122,20150513,20150625,0,0,537,0,inlier
20130102,0,48,0,0,1,0,0,0,0,2.01301E+11,2.01301E+11,20130102,0,1,0,5,0,1,1,20130102,1,1,20130102,20130102,20130102,0,0,1185,0,inlier
20130821,0,41,2,0,5,0,0,3,-1,2.01308E+11,2.01308E+11,20130820,1,0,0,5,0,5,2,20130821,2,1,20130821,20130820,20130821,3,0,954,0,inlier
20140117,0,54,2,0,5,0,0,7,-98,2.0131E+11,2.0131E+11,20131125,98,0,0,4,0,5,2,20140117,2,1,20140117,20131011,20131031,7,0,805,0,inlier
20130409,0,25,0,0,10,0,0,5,-98,2.0131E+11,2.0131E+11,20120316,389,1,0,4,0,10,0,20130409,9,0,20130409,20131011,20131031,5,0,1088,0,inlier
20131220,0,22,2,0,3,0,0,2,-1,2.01312E+11,2.01312E+11,20120316,1,0,0,4,0,3,1,20131220,4,1,20131220,20131219,20131220,2,0,833,0,inlier
20140324,1,32,0,0,1,0,0,7,-1,2.01403E+11,2.01403E+11,20140323,1,0,0,4,0,1,1,20140324,1,1,20140324,20140323,20140324,7,0,739,0,inlier
20131028,1,44,0,0,1,0,0,0,-1,2.0131E+11,2.0131E+11,20131027,1,1,0,4,0,1,1,20131028,1,1,20131028,20150304,20150306,0,1,492,0,inlier
20130822,1,28,0,0,1,0,0,1,-90,2.01305E+11,2.01307E+11,20130524,90,0,0,4,0,1,1,20130822,2,1,20130822,20130524,20130712,1,0,953,0,inlier
20131215,1,60,0,0,1,0,0,3,-1,2.01312E+11,2.01312E+11,20131214,1,1,0,4,0,1,1,20131215,1,1,20131215,20131214,20131215,3,0,838,0,inlier
20130213,1,49,2,0,1,0,0,0,0,2.01302E+11,2.01302E+11,20130212,1,0,0,4,0,1,1,20130213,1,1,20130213,20130213,20130213,0,0,1143,0,inlier
20130930,1,32,0,0,4,0,0,9,-59,2.01308E+11,2.01309E+11,20130801,60,0,0,4,0,4,1,20130930,3,1,20130930,20130802,20130928,9,0,914,0,inlier
20130116,1,52,2,0,1,0,0,0,-1,2.01301E+11,2.01301E+11,20130115,1,0,0,4,0,1,1,20130116,1,1,20130116,20130115,20130116,0,0,1171,0,inlier
20140222,0,27,0,0,10,0,0,1,-1,2.01301E+11,2.01301E+11,20110403,1056,1,0,4,0,10,0,20140222,9,0,20140222,20130115,20130116,1,0,769,0,inlier
20140113,1,34,0,0,10,0,0,0,-1,2.01401E+11,2.01401E+11,20140112,1,0,0,4,0,10,0,20140113,9,0,20140113,20140112,20140114,0,1,809,0,inlier
20130906,1,37,0,0,6,0,0,6,-1,2.01305E+11,2.01305E+11,20120303,552,1,0,5,0,6,2,20130906,5,2,20130906,20051208,20060904,6,0,938,0,inlier
20130219,1,33,0,0,7,0,0,0,-1,2.01302E+11,2.01302E+11,20130218,1,1,0,5,0,7,2,20130219,7,2,20130219,20130218,20130219,0,0,1137,0,inlier
20130501,0,27,0,0,2,0,0,0,0,2.01305E+11,2.01305E+11,20130501,0,1,0,5,0,2,1,20130501,2,1,20130501,20130501,20130502,0,1,1066,0,inlier
20130419,1,33,2,0,2,0,0,0,-1,2.01304E+11,2.01306E+11,20130418,1,0,0,4,0,2,1,20130419,2,1,20130419,20130418,20130611,0,53,1078,0,inlier
20140205,1,26,0,0,2,0,0,0,-1,2.01402E+11,2.01402E+11,20140204,1,1,0,4,0,2,1,20140205,2,1,20140205,20140204,20140206,0,1,786,0,inlier
20130211,1,29,0,0,5,0,0,0,-1,2.01302E+11,2.01302E+11,20130210,1,1,0,4,0,5,2,20130211,2,1,20130211,20130210,20130212,0,1,1145,0,inlier
20130225,1,32,0,0,3,0,0,1,0,2.01302E+11,2.01302E+11,20130225,0,1,0,4,0,3,1,20130225,4,1,20130225,20130225,20130225,1,0,1131,0,inlier
20130209,1,37,2,0,1,0,0,4,0,2.01302E+11,2.01302E+11,20130209,0,1,0,4,0,1,1,20130209,1,1,20130209,20130209,20130210,4,1,1147,0,inlier
20130224,1,31,0,0,10,0,0,15,0,2.01302E+11,2.01306E+11,20130209,0,0,0,4,0,10,0,20130224,7,2,20130224,20140616,20140616,15,104,477,0,inlier
20130406,1,31,0,0,4,0,0,6,0,2.01304E+11,2.01305E+11,20130423,0,0,0,5,0,4,1,20130406,2,1,20130406,20131106,20131212,6,41,214,0,inlier
20131113,0,36,2,0,3,0,0,2,-1,2.01311E+11,2.01311E+11,20131112,1,0,0,5,0,3,1,20131113,3,1,20131113,20131112,20131114,2,1,870,0,inlier
20131201,1,35,0,0,6,0,0,4,-309,2.01301E+11,2.01302E+11,20131111,20,1,0,5,0,6,2,20131201,7,2,20131201,20130126,20130201,4,0,852,0,inlier
20140224,0,37,0,0,1,0,0,1,-11,2.01402E+11,2.01402E+11,20140213,11,0,0,5,0,1,1,20140224,1,1,20140224,20140213,20140222,1,0,767,0,inlier
20130621,0,45,0,0,1,0,0,1,-4,2.01306E+11,2.01306E+11,20130617,4,0,0,2,0,1,1,20130621,1,1,20130621,20130617,20130620,1,0,1015,0,inlier
20130304,1,70,0,0,1,0,0,0,-1,2.01303E+11,2.01303E+11,20130303,1,1,0,5,0,1,1,20130304,1,1,20130304,20130303,20130304,0,0,1124,0,inlier
20130823,1,26,0,0,4,0,0,2,607,2.01504E+11,2.01505E+11,20130303,1157,0,0,5,0,4,1,20130823,4,1,20130823,20150422,20150529,2,0,607,0,inlier
20140115,1,23,0,1,9,0,0,4,-1,2.01401E+11,2.01401E+11,20130303,1,0,0,5,0,9,0,20140115,9,0,20140115,20150526,20150602,4,2,496,0,inlier
20140102,1,27,2,0,4,0,0,5,-12,2.01312E+11,2.01312E+11,20131221,12,1,0,5,0,4,1,20140102,3,1,20140102,20131221,20131223,5,0,820,0,inlier
20130226,1,26,0,0,5,0,0,0,-1,2.01302E+11,2.01302E+11,20130225,1,1,0,2,0,5,2,20130226,3,1,20130226,20150227,20150228,0,0,731,0,inlier
20130307,0,23,2,0,6,0,0,2,-1,2.01303E+11,2.01303E+11,20130306,1,1,0,2,0,6,2,20130307,4,1,20130307,20130306,20130307,2,0,1121,0,inlier
20130114,0,46,2,0,2,0,0,1,-1,2.01301E+11,2.01302E+11,20130112,2,0,1,4,1,2,1,20130114,1,1,20130114,20160125,20160126,1,24,1106,1,inlier
20130508,0,27,0,1,5,0,0,1,0,2.01305E+11,2.01306E+11,20130112,0,0,0,5,0,5,2,20130508,4,1,20130508,20130508,20130604,1,27,1059,0,inlier
20130221,1,45,2,0,2,0,0,7,-1,2.01302E+11,2.01302E+11,20130220,1,0,0,5,0,2,1,20130221,2,1,20130221,20130220,20130221,7,0,1135,0,inlier
20131021,1,42,0,0,5,0,0,1,-12,2.0131E+11,2.0131E+11,20130220,12,1,0,5,0,5,2,20131021,2,1,20131021,20131009,20131017,1,0,893,0,inlier
20130924,1,49,2,0,4,0,0,3,0,2.01309E+11,2.01309E+11,20130924,0,0,0,4,0,4,1,20130924,2,1,20130924,20140410,20140502,3,0,198,0,inlier
20131014,1,29,3,0,2,0,0,0,0,2.0131E+11,2.0131E+11,20131014,0,0,0,5,0,2,1,20131014,2,1,20131014,20131014,20131014,0,0,900,0,inlier
20131016,0,52,2,0,1,0,0,1,-8,2.0131E+11,2.0131E+11,20131008,8,0,0,5,0,1,1,20131016,1,1,20131016,20131121,20131123,1,0,36,0,inlier
20130318,1,26,0,0,3,0,0,1,-1,2.01303E+11,2.01303E+11,20130317,1,1,1,5,0,3,1,20130318,4,1,20130318,20130317,20130324,1,6,852,1,inlier
20140123,1,47,3,0,1,0,0,1,-27,2.01312E+11,2.01401E+11,20130108,27,0,0,4,0,1,1,20140123,1,1,20140123,20131227,20140113,1,0,799,0,inlier
20130111,1,25,0,0,6,0,0,1,0,2.01301E+11,2.01301E+11,20130110,1,0,0,2,0,6,2,20130111,6,2,20130111,20130111,20130111,1,0,1176,0,inlier
20130330,1,48,0,0,1,0,0,0,0,2.01303E+11,2.01303E+11,20130330,0,1,0,2,0,1,1,20130330,1,1,20130330,20130330,20130331,0,1,1098,0,inlier
20130320,0,40,2,0,2,0,0,1,-55,2.01301E+11,2.01301E+11,20130124,55,0,0,2,0,2,1,20130320,1,1,20130320,20131006,20131006,1,0,200,0,inlier
20131217,0,24,5,0,3,0,0,0,-1,2.01312E+11,2.01312E+11,20131216,1,0,0,2,0,3,1,20131217,3,1,20131217,20131216,20131217,0,0,836,0,inlier
20130328,1,36,0,0,8,0,0,4,-1,2.01304E+11,2.01304E+11,20130419,1,1,0,5,0,8,0,20130328,5,2,20130328,20140222,20140223,4,0,1100,0,inlier
20130122,1,38,2,0,2,0,0,2,0,2.01301E+11,2.01302E+11,20130121,1,1,0,5,0,2,1,20130122,1,1,20130122,20150109,20150109,2,28,717,0,inlier
20131022,1,54,5,0,1,0,0,2,-1,2.0131E+11,2.0131E+11,20131021,1,1,0,5,0,1,1,20131022,1,1,20131022,20131021,20131022,2,0,892,0,inlier
20130121,1,24,3,0,4,0,0,1,0,2.01301E+11,2.01302E+11,20131021,0,0,0,5,0,4,1,20130121,4,1,20130121,20130121,20130201,1,11,1166,0,inlier
20131030,1,64,2,0,1,0,0,0,-1,2.0131E+11,2.0131E+11,20131029,1,1,0,4,0,1,1,20131030,1,1,20131030,20131029,20131030,0,0,884,0,inlier
20130819,0,45,5,0,1,0,0,0,-1,2.01308E+11,2.01308E+11,20130818,1,1,0,2,0,1,1,20130819,1,1,20130819,20130818,20130819,0,0,956,0,inlier
20131010,1,49,0,0,5,0,0,1,-1,2.0131E+11,2.0131E+11,20131009,1,0,0,2,0,5,2,20131010,6,2,20131010,20131009,20131014,1,4,904,0,inlier
20130801,0,45,0,0,7,0,0,3,-1,2.0131E+11,2.0131E+11,19950713,6594,0,0,2,0,7,2,20130801,2,1,20130801,20131009,20131014,3,0,974,0,inlier
20140302,1,33,1,0,1,0,0,0,-1,2.01403E+11,2.01403E+11,20140301,1,1,0,2,0,1,1,20140302,1,1,20140302,20140301,20140302,0,0,761,0,inlier
20130329,1,44,3,0,2,0,0,2,-1,2.01303E+11,2.01303E+11,20130328,1,0,0,2,0,2,1,20130329,1,1,20130329,20130328,20130329,2,0,1099,0,inlier
20130910,1,51,0,0,1,0,0,3,-1,2.01309E+11,2.01309E+11,20130328,1,0,0,2,0,1,1,20130910,1,1,20130910,20130909,20130912,3,2,934,0,inlier
20130127,1,50,0,0,1,0,0,0,0,2.01301E+11,2.01301E+11,20130127,0,0,0,2,0,1,1,20130127,1,1,20130127,20140305,20140309,0,1,402,0,inlier
20131011,1,33,2,0,2,2,0,2,-22,2.01309E+11,2.0131E+11,20130919,22,1,0,2,0,2,1,20131011,2,1,20131011,20130919,20131011,2,0,903,0,inlier
20140116,0,54,2,0,1,0,0,0,-1,2.01401E+11,2.01402E+11,20140115,1,1,0,2,0,1,1,20140116,1,1,20140116,20140115,20140214,0,29,806,0,inlier
20140220,1,33,2,0,9,0,1,14,-78,2.01312E+11,2.01402E+11,20131101,78,0,0,4,0,9,0,20140220,8,0,20140220,20141125,20141206,14,0,278,0,inlier
20131023,1,34,2,0,1,0,0,3,-1,2.0131E+11,2.0131E+11,20131022,1,0,0,5,0,1,1,20131023,1,1,20131023,20131022,20131023,3,0,891,0,inlier
20131005,1,33,0,0,4,0,0,5,0,2.0131E+11,2.0131E+11,20131004,1,0,0,4,0,4,1,20131005,2,1,20131005,20131005,20131005,5,0,909,0,inlier
20140101,1,45,2,0,1,0,0,1,0,2.01401E+11,2.01401E+11,20140101,0,1,0,5,0,1,1,20140101,1,1,20140101,20140101,20140102,1,1,821,0,inlier
20140213,0,29,0,0,10,0,0,0,-1,2.01402E+11,2.01402E+11,20140212,1,0,0,6,0,10,0,20140213,7,2,20140213,20140212,20140214,0,1,778,0,inlier
20130504,1,44,0,0,3,0,0,3,-86,2.01302E+11,2.01302E+11,20130503,1,1,0,6,0,3,1,20130504,1,1,20130504,20130207,20130208,3,0,1063,0,inlier
20140129,0,28,0,0,3,0,0,0,-1,2.01401E+11,2.01401E+11,20140128,1,0,0,1,0,3,1,20140129,3,1,20140129,20140128,20140129,0,0,793,0,inlier
20140101,1,27,2,0,3,0,0,1,-1,2.01312E+11,2.01401E+11,20131231,1,0,0,1,0,3,1,20140101,2,1,20140101,20131231,20140101,1,0,821,0,inlier
20140325,0,30,0,0,2,0,0,0,0,2.01403E+11,2.01403E+11,20140324,1,0,0,5,0,2,1,20140325,3,1,20140325,20140325,20140325,0,0,738,0,inlier
20130411,1,32,0,0,7,0,0,0,-1,2.01304E+11,2.01304E+11,20130410,1,1,0,5,0,7,2,20130411,2,1,20130411,20130410,20130412,0,1,1086,0,inlier
20130823,1,27,2,0,4,0,0,5,-1,2.01308E+11,2.01308E+11,20130822,1,0,0,5,0,4,1,20130823,3,1,20130823,20130822,20130823,5,0,952,0,inlier
20130514,1,21,0,0,5,0,0,0,-1,2.01305E+11,2.01305E+11,20130513,1,0,0,5,0,5,2,20130514,7,2,20130514,20150317,20150324,0,1,672,0,inlier
20130408,1,32,2,0,1,0,0,0,-1,2.01304E+11,2.01304E+11,20130407,1,1,0,4,0,1,1,20130408,1,1,20130408,20130407,20130426,0,18,1089,0,inlier
20140213,1,56,0,0,1,0,0,3,-28,2.01401E+11,2.01401E+11,20130407,28,1,0,5,0,1,1,20140213,1,1,20140213,20140116,20140131,3,0,778,0,inlier
20130223,0,44,0,0,1,0,0,0,-1,2.01302E+11,2.01302E+11,20130222,1,1,0,5,0,1,1,20130223,1,1,20130223,20130222,20130223,0,0,1133,0,inlier
20130521,0,25,2,0,7,0,0,6,-1,2.01305E+11,2.01306E+11,20130824,0,0,0,4,0,7,2,20130521,4,1,20130521,20130520,20130614,6,24,1046,0,inlier
20130910,0,20,0,0,5,0,0,0,-1,2.01309E+11,2.01309E+11,20130909,1,1,0,4,0,5,2,20130910,7,2,20130910,20130909,20130910,0,0,934,0,inlier
20140102,1,35,0,0,5,0,0,1,-1,2.01401E+11,2.01401E+11,20020423,4272,1,0,4,0,5,2,20140102,5,2,20140102,20140101,20140103,1,1,820,0,inlier
20140202,1,24,0,0,3,0,0,0,-1,2.01402E+11,2.01402E+11,20140201,1,1,0,5,0,3,1,20140202,4,1,20140202,20140201,20140202,0,0,789,0,inlier
20130930,0,40,3,0,2,0,0,2,-7,2.01309E+11,2.01309E+11,20140201,7,1,0,5,0,2,1,20130930,1,1,20130930,20130923,20130927,2,0,914,0,inlier
20140115,0,21,0,0,3,0,0,2,-72,2.01311E+11,2.01311E+11,20140103,12,1,0,5,0,3,1,20140115,5,2,20140115,20131104,20131105,2,0,807,0,inlier
20130223,1,32,0,0,6,0,0,3,-1,2.01408E+11,2.01408E+11,20110512,653,1,0,4,0,6,2,20130223,3,1,20130223,20040617,20071105,3,0,1133,0,inlier
20130426,1,23,3,0,7,0,1,2,-1,2.01304E+11,2.01305E+11,20130425,1,0,0,4,0,7,2,20130426,5,2,20130426,20130425,20130530,2,34,1071,0,inlier
20131021,0,68,0,0,2,0,0,5,-4,2.0131E+11,2.0131E+11,20131017,4,0,0,5,0,2,1,20131021,1,1,20131021,20131017,20131018,5,0,893,0,inlier
20130423,0,26,2,0,5,0,0,2,0,2.01304E+11,2.01304E+11,20130423,0,1,0,5,0,5,2,20130423,4,1,20130423,20130423,20130423,2,0,1074,0,inlier
20140214,1,25,0,0,2,0,0,0,-1,2.01402E+11,2.01402E+11,20140213,1,1,0,2,0,2,1,20140214,3,1,20140214,20140213,20140214,0,0,777,0,inlier
20140204,1,51,0,0,5,0,0,14,-11,2.01401E+11,2.01402E+11,20130101,11,0,0,5,0,5,2,20140204,2,1,20140204,20150727,20150910,14,0,538,0,inlier
20140122,1,36,5,0,1,0,0,0,-1,2.01401E+11,2.01401E+11,20140121,1,1,0,4,0,1,1,20140122,1,1,20140122,20140121,20140124,0,2,800,0,inlier
20130502,1,28,2,0,7,0,0,5,-76,2.01302E+11,2.01302E+11,20140121,183,1,0,4,0,7,2,20130502,6,2,20130502,20150831,20150903,5,0,851,0,inlier
20130806,1,20,0,0,3,0,0,0,-4,2.01308E+11,2.01308E+11,20130801,5,0,0,4,0,3,1,20130806,6,2,20130806,20130802,20130806,0,0,969,0,inlier
20130911,0,31,0,0,2,0,0,0,0,2.01309E+11,2.01309E+11,20130910,1,0,0,4,0,2,1,20130911,2,1,20130911,20130911,20130912,0,1,933,0,inlier
20130527,1,57,0,0,1,0,0,0,0,2.01305E+11,2.01305E+11,20130527,0,1,0,4,0,1,1,20130527,1,1,20130527,20130527,20130528,0,1,1040,0,inlier
20140320,1,39,2,0,3,0,0,0,-1,2.01403E+11,2.01403E+11,20140319,1,0,0,5,0,3,1,20140320,2,1,20140320,20140319,20140320,0,0,743,0,inlier
20130105,1,24,0,0,7,1,0,1,-1,2.01301E+11,2.01302E+11,20130104,1,0,0,5,0,7,2,20130105,7,2,20130105,20130104,20130206,1,32,1182,0,inlier
20131205,1,36,2,0,5,0,0,2,-1,2.01305E+11,2.01305E+11,20130525,1219,0,0,4,0,5,2,20131205,3,1,20131205,20130525,20130527,2,0,848,0,inlier
20130920,1,60,0,0,1,0,0,2,0,2.01309E+11,2.01309E+11,20130919,1,0,0,4,0,1,1,20130920,1,1,20130920,20130920,20130921,2,1,924,0,inlier
20130115,1,22,2,0,6,0,1,1,-1,2.01301E+11,2.01301E+11,20130114,1,0,0,5,0,6,2,20130115,7,2,20130115,20130407,20130411,1,0,82,0,inlier
20130809,1,28,0,0,7,0,0,3,0,2.01308E+11,2.01308E+11,20130114,0,0,0,5,0,7,2,20130809,8,0,20130809,20130809,20130809,3,0,966,0,inlier
20130116,1,28,0,0,2,0,0,2,-1,2.01301E+11,2.01305E+11,20130221,1,0,1,4,0,2,1,20130116,3,1,20130116,20130705,20130710,2,124,170,0,inlier
20140211,0,22,3,0,2,0,0,0,-1,2.01402E+11,2.01402E+11,20140210,1,1,0,5,0,2,1,20140211,4,1,20140211,20140210,20140211,0,0,780,0,inlier
20130815,1,45,0,0,1,0,0,5,230,2.01404E+11,2.01404E+11,20121225,233,0,0,1,0,1,1,20130815,1,1,20130815,20140402,20140403,5,0,230,0,inlier
20130122,1,47,0,0,2,0,0,1,-1,2.01301E+11,2.01303E+11,20140517,1,0,0,5,0,2,1,20130122,3,1,20130122,20130121,20130312,1,49,1165,0,inlier
20130827,1,57,2,0,1,0,0,1,-1,2.01301E+11,2.01303E+11,20090103,1697,1,0,5,0,1,1,20130827,1,1,20130827,20130121,20130312,1,0,948,0,inlier
20130315,1,54,2,0,1,0,0,6,0,2.01303E+11,2.01303E+11,20130315,0,0,0,5,0,1,1,20130315,1,1,20130315,20130315,20130316,6,1,1113,0,inlier
20130328,0,42,2,0,2,0,0,0,-1,2.01303E+11,2.01303E+11,20130327,1,1,0,5,0,2,1,20130328,1,1,20130328,20130327,20130328,0,0,1100,0,inlier
20130322,1,35,2,0,3,0,0,5,-20,2.01303E+11,2.01303E+11,20130302,20,0,0,5,0,3,1,20130322,2,1,20130322,20130302,20130303,5,0,1106,0,inlier
20130213,1,53,2,0,1,0,0,1,-1,2.01302E+11,2.01302E+11,20130212,1,0,0,2,0,1,1,20130213,1,1,20130213,20130212,20130213,1,0,1143,0,inlier
20140228,0,31,0,0,3,0,0,2,-1,2.01402E+11,2.01403E+11,20140227,1,1,0,2,0,3,1,20140228,2,1,20140228,20140227,20140301,2,1,763,0,inlier
20130808,1,83,2,0,1,0,0,4,-1,2.01402E+11,2.01403E+11,20140227,1423,0,0,2,0,1,1,20130808,1,1,20130808,20140227,20140301,4,0,967,0,inlier
20130827,1,46,3,0,6,0,0,15,-1,2.01402E+11,2.01403E+11,20130430,119,0,0,2,0,6,2,20130827,7,2,20130827,20090730,20100405,15,0,948,0,inlier
20130815,1,23,5,0,10,0,0,4,-1,2.01308E+11,2.01308E+11,20130814,1,0,0,2,0,10,0,20130815,10,0,20130815,20130814,20130816,4,1,960,0,inlier
20130806,1,47,0,0,4,0,0,9,-1,2.01308E+11,2.0131E+11,20130805,1,0,1,2,0,4,1,20130806,2,1,20130806,20151215,20151216,9,64,861,1,inlier
20130217,1,31,3,0,6,0,0,4,-1,2.01308E+11,2.0131E+11,20130216,1,0,0,4,0,6,2,20130217,2,1,20130217,20151112,20200101,4,0,998,0,inlier
20130917,1,50,0,0,8,0,0,0,-1,2.01308E+11,2.0131E+11,20130216,1,1,0,4,0,8,0,20130917,5,2,20130917,20130916,20131010,0,23,927,0,inlier
20131015,0,22,0,0,9,1,0,2,-1,2.0131E+11,2.0131E+11,20131014,1,0,0,5,0,9,0,20131015,8,0,20131015,20131014,20131017,2,2,899,0,inlier
20130208,1,45,3,0,1,0,0,1,-22,2.01301E+11,2.01301E+11,20130117,22,1,0,5,0,1,1,20130208,1,1,20130208,20130117,20130117,1,0,1148,0,inlier
20140122,0,30,0,0,2,0,0,2,-1,2.01401E+11,2.01401E+11,20140121,1,0,0,5,0,2,1,20140122,2,1,20140122,20140121,20140122,2,0,800,0,inlier
20131114,1,36,0,0,2,0,0,4,-1,2.01301E+11,2.01301E+11,20061014,2588,1,0,2,0,2,1,20131114,3,1,20131114,20130104,20130110,4,0,869,0,inlier
20130422,1,50,0,0,1,0,0,0,0,2.01304E+11,2.01304E+11,20130421,1,1,0,1,0,1,1,20130422,1,1,20130422,20130422,20130422,0,0,1075,0,inlier
20130211,0,42,2,0,5,0,0,3,-3,2.01302E+11,2.01302E+11,20130208,3,0,0,2,0,5,2,20130211,1,1,20130211,20140908,20140916,3,0,574,0,inlier
20130708,0,28,3,0,3,0,0,2,-1,2.01411E+11,2.01411E+11,20111119,597,0,0,4,0,3,1,20130708,3,1,20130708,20150629,20150709,2,0,998,0,inlier
20130324,1,31,3,0,1,0,0,0,0,2.01303E+11,2.01303E+11,20130324,0,1,0,4,0,1,1,20130324,1,1,20130324,20130324,20130325,0,1,1104,0,inlier
20130512,1,36,0,0,5,0,0,4,0,2.01305E+11,2.01305E+11,20130511,1,0,0,4,0,5,2,20130512,3,1,20130512,20131112,20140107,4,1,184,0,inlier
20130414,1,28,2,0,5,0,0,5,0,2.01304E+11,2.01304E+11,20130414,0,0,0,4,0,5,2,20130414,4,1,20130414,20130414,20130414,5,0,1083,0,inlier
20130209,1,23,0,0,4,0,0,0,-1,2.01302E+11,2.01302E+11,20130208,1,0,0,5,0,4,1,20130209,6,2,20130209,20140828,20150428,0,2,565,0,inlier
20130110,1,34,0,0,5,0,0,1,-1,2.01301E+11,2.01301E+11,20130109,1,0,0,2,0,5,2,20130110,3,1,20130110,20130109,20130110,1,0,1177,0,inlier
20130407,0,36,3,0,2,0,0,0,0,2.01304E+11,2.01304E+11,20130406,1,1,0,5,0,2,1,20130407,1,1,20130407,20130407,20130407,0,0,1090,0,inlier
20130525,1,31,0,0,8,0,0,15,0,2.01305E+11,2.01305E+11,20130524,1,0,0,5,0,8,0,20130525,3,1,20130525,20140624,20140819,15,0,395,0,inlier
20131118,1,53,2,0,1,0,0,0,0,2.01311E+11,2.01311E+11,20131118,0,1,0,5,0,1,1,20131118,1,1,20131118,20131118,20131118,0,0,865,0,inlier
20140206,1,34,0,0,7,0,0,12,0,2.01402E+11,2.01403E+11,20140205,1,0,0,5,0,7,2,20140206,5,2,20140206,20140206,20140313,12,35,785,0,inlier
20131108,0,63,0,0,1,0,0,1,0,2.01311E+11,2.01311E+11,20131107,1,0,0,5,0,1,1,20131108,1,1,20131108,20131108,20131108,1,0,875,0,inlier
